JOB_TYPE,DEPTH_M,DIAMETER_MM,MATERIAL,LENGTH_M,JOB_COST
0,1.67,125,1,38.18,3373.1782359999997
1,3.23,200,0,26.08,22423.13485
0,3.9,200,0,28.9,10633.3857
0,2.43,90,2,18.87,2157.835632
1,1.63,125,2,17.41,5783.318937
1,1.61,50,2,26.08,2580.827715
1,2.94,125,0,18.6,11618.1566
1,3.9,90,0,33.68,17813.0599
1,2.61,250,1,12.17,16208.63115
1,2.02,250,0,34.07,21205.75259
1,2.35,125,1,35.93,11593.930629999999
1,1.95,200,0,15.61,10359.56418
1,2.16,125,0,19.11,8308.062153
1,2.19,250,1,23.99,22423.13485
1,1.62,90,1,38.31,6639.049925
1,1.92,90,1,30.09,6196.565505
1,3.41,63,1,23.04,8342.102524
0,2.98,200,2,31.93,9022.444981999999
1,2.02,125,1,31.92,9807.760906
1,1.52,125,0,13.88,4776.889533
0,3.33,125,0,22.46,5204.868777000001
1,3.77,63,0,21.4,7828.497340999999
0,3.9,63,0,23.14,3608.333839
1,3.54,50,0,12.17,3911.471483
1,3.22,125,0,35.91,16333.25366
1,2.64,50,0,27.71,5158.628799
1,1.57,50,0,19.84,2472.535297
1,2.09,63,1,24.62,4774.872073
0,2.78,63,1,38.31,2416.820155
1,2.58,125,0,16.72,7988.443526999999
1,2.23,90,0,16.18,6071.322956
1,1.82,125,0,18.61,8069.215242
1,3.32,90,2,21.79,9353.818004
1,2.49,50,0,19.22,4678.280418
1,1.69,50,0,26.7,2679.543309
0,3.12,90,1,12.17,2387.756993
1,1.55,250,0,24.14,22423.13485
1,1.45,125,1,30.6,5753.728975999999
1,3.2,250,1,21.72,22423.13485
1,3.9,250,1,27.62,22423.13485
1,1.6,125,1,16.27,6729.768281999999
0,3.9,50,0,13.13,1749.84168
1,2.8,125,0,12.17,9706.090473
1,2.79,250,0,29.92,22423.13485
1,2.64,250,0,24.56,22423.13485
0,1.79,125,0,18.57,2501.11456
1,2.41,125,1,17.08,9237.146629
0,2.07,63,0,19.42,1749.84168
1,2.38,90,1,15.3,6497.678308
0,3.46,250,2,20.09,10317.33636
1,3.42,90,1,16.87,8917.54335
1,2.32,90,1,17.62,6640.631027
0,1.45,250,0,23.8,5381.292625
1,3.06,63,1,34.38,7663.78199
0,2.8,90,2,30.5,3873.3229539999998
1,2.91,90,0,23.87,9492.070689
0,3.53,200,0,23.83,8952.210246999999
0,3.25,50,2,22.71,2253.921555
0,3.56,250,1,20.35,12898.91146
1,3.9,90,0,22.55,14033.546880000002
0,2.63,250,1,38.31,13748.139169999999
1,3.08,90,1,24.33,10088.1804
0,1.45,250,0,15.67,3529.883053
1,3.25,200,2,19.8,22423.13485
0,3.24,90,0,16.73,3331.206956
1,3.24,250,0,16.62,22423.13485
1,3.9,125,0,35.14,22423.13485
1,1.89,90,0,36.94,7554.581834999999
0,2.14,125,2,29.3,3682.719071
0,1.73,90,0,14.46,1760.6043370000002
0,1.45,90,2,26.66,1843.807146
1,2.1,63,2,19.65,3328.525284
1,1.81,63,1,26.96,3775.15142
1,2.03,250,2,17.82,14322.35799
0,3.34,125,0,21.49,3569.566305
0,2.74,250,0,16.6,8488.869478
1,3.35,90,0,29.69,11765.61614
1,3.77,200,1,30.93,22423.13485
1,2.29,125,0,13.46,5899.067097
1,3.9,250,1,12.17,22423.13485
1,3.65,200,0,20.95,22423.13485
1,2.46,250,0,38.31,22423.13485
0,2.83,63,0,20.78,2150.746618
1,3.62,200,2,20.27,22423.13485
1,2.9,90,2,29.09,8336.416626999999
1,3.41,63,0,21.42,7387.502224
1,1.81,90,0,30.04,5474.702077
0,2.56,90,1,32.41,3588.72595
1,1.45,250,0,38.31,15596.736
1,3.15,90,2,34.74,11288.29168
0,3.07,200,0,38.31,9106.125779
1,1.49,200,0,38.31,16285.228519999999
1,2.42,90,0,12.17,5266.65717
1,3.53,90,0,31.39,11790.89776
1,1.88,63,2,21.46,3871.8199689999997
1,2.95,200,0,20.16,17785.12531
1,3.28,63,0,12.17,4383.4453920000005
1,1.45,200,1,23.55,8671.235351000001
1,2.38,63,0,12.17,3414.753917
0,2.49,90,0,32.99,3400.096944
1,2.43,125,2,13.67,9153.894464
1,2.39,90,1,35.15,8387.895626000001
1,3.9,250,0,30.32,22423.13485
1,3.9,250,0,13.82,22423.13485
1,2.63,200,0,18.54,16553.64331
1,2.21,250,1,38.31,22423.13485
1,1.89,200,2,14.15,9326.72915
1,1.97,63,0,30.05,4183.918529
1,1.69,90,0,38.31,6892.775511
1,3.48,200,2,16.34,20074.158190000002
1,2.82,90,0,31.92,10849.056129999999
0,2.49,250,0,18.5,8629.707568
1,1.79,90,0,13.47,4500.320218
0,3.01,63,2,26.79,2377.761414
0,3.26,200,2,30.36,9875.348263
1,1.53,63,0,16.29,2887.999007
0,3.9,90,0,25.59,4054.194739
0,2.05,90,2,32.67,2662.056673
1,3.21,50,1,38.31,7689.710534000001
0,2.48,90,0,34.55,3215.360711
0,3.06,90,1,18.76,3266.195078
1,2.75,63,0,21.08,6327.8909810000005
1,2.06,125,0,33.96,10231.67126
1,2.73,250,0,38.31,22423.13485
1,2.91,50,0,28.83,5192.7721520000005
1,3.28,200,0,12.75,19372.24256
1,2.25,200,1,31.59,18322.08046
0,3.9,125,1,26.3,8020.450384000001
1,3.9,200,2,38.31,22423.13485
0,3.31,63,0,26.91,3461.0047240000004
1,1.95,90,0,17.79,5161.1934280000005
1,3.05,125,1,25.56,12990.50929
1,3.28,125,0,12.17,9603.305117
1,1.64,63,2,36.56,4218.431573
1,2.32,63,0,16.11,4525.794749000001
0,3.71,200,1,31.64,10951.119340000001
1,2.44,63,0,28.75,6131.58122
0,2.62,63,0,20.84,2055.270914
1,2.17,250,2,20.19,19868.537519999998
0,1.79,50,0,21.6,1749.84168
1,1.45,90,2,38.31,5008.889704
0,1.64,200,0,28.57,4788.0708859999995
0,3.26,125,1,38.27,6499.345701
1,3.57,200,0,23.14,22423.13485
0,2.78,250,1,21.4,8658.092526
1,2.23,90,1,18.63,6499.207485
1,1.58,63,0,33.13,3761.1979909999995
0,2.9,200,0,13.13,5586.630804
0,2.08,63,2,38.31,2232.055128
0,2.34,50,0,33.24,1749.84168
0,2.21,125,0,38.31,4967.351735
1,2.88,90,2,38.31,12825.38878
0,2.01,90,0,38.31,2496.485777
1,2.48,50,0,21.11,4045.088364
0,1.97,250,1,25.22,6576.230450999999
0,1.72,90,1,24.9,2028.4751600000002
0,3.77,125,0,24.08,6922.876807
0,1.79,125,1,20.58,2233.5770260000004
1,3.09,50,1,21.87,5156.399102
1,1.61,250,0,24.55,22423.13485
1,2.48,90,2,29.67,8330.829913
0,3.24,90,1,12.84,2995.448991
0,1.73,200,2,37.92,5119.467499
0,2.04,200,2,12.17,3184.8288820000002
1,1.88,250,0,23.94,22423.13485
1,2.59,90,2,21.1,7696.4944780000005
1,2.37,63,1,15.24,4092.989565
1,2.32,200,0,25.32,18330.786669999998
0,3.42,63,0,22.33,2857.997965
1,1.82,90,2,35.74,7600.162764
1,3.72,250,2,29.83,22423.13485
1,1.68,90,0,38.31,6720.296670999999
1,1.82,200,0,12.17,8481.32845
1,3.14,63,1,38.31,8557.595337
1,3.31,200,2,13.66,18090.76644
1,2.35,200,0,19.88,14342.89859
1,1.45,90,2,26.31,5026.228935
1,2.67,90,1,24.43,6737.654457
1,1.96,50,0,38.31,4057.189262
0,2.72,125,0,17.54,3360.8133770000004
0,2.9,250,2,16.92,11054.59036
1,3.9,250,0,31.21,22423.13485
1,2.78,90,0,32.17,9774.813344
1,2.47,90,0,35.41,9515.634490999999
1,3.17,125,0,30.28,17524.7938
1,3.9,50,0,16.11,5404.019557
0,3.9,63,0,29.25,3315.4832239999996
1,1.69,200,0,24.03,12468.18448
1,3.85,250,0,28.89,22423.13485
1,3.43,50,0,23.82,6520.76974
0,1.45,90,1,23.84,1749.84168
0,2.43,63,0,22.79,2133.718676
1,2.47,90,2,23.86,7561.030504
1,3.77,200,2,19.36,22423.13485
1,1.45,250,0,38.31,14814.81738
0,2.5,50,2,26.29,1749.84168
1,1.83,90,1,20.11,6536.754551
1,3.8,63,2,31.06,10211.3042
1,2.09,250,2,19.68,19114.36322
1,1.56,90,0,22.08,4380.846258
0,3.37,200,1,21.67,8133.063926000001
1,1.99,125,0,30.96,10817.295320000001
1,2.45,63,2,25.57,5146.420233
0,3.9,90,2,21.37,4600.019809
1,1.45,63,0,37.75,3510.7057270000005
1,3.04,63,1,32.9,8790.410001999999
1,3.61,200,0,23.73,20933.7891
1,2.89,125,0,35.96,17041.0776
1,2.98,90,1,27.54,9438.466785999999
1,1.45,90,1,33.2,5617.447667
1,3.9,63,1,30.76,9803.30412
0,2.45,63,0,25.51,2032.545713
1,3.9,90,0,38.31,15671.65196
0,3.36,50,0,17.93,2110.7346780000003
1,2.1,250,1,29.76,22423.13485
0,3.09,63,0,15.39,1969.0341059999998
1,3.77,200,0,32.17,22423.13485
1,3.4,63,1,20.48,8014.175743000001
1,3.08,200,0,12.17,17715.99094
1,2.41,50,2,15.25,3214.022575
0,2.62,63,1,36.33,2353.3858760000003
0,2.56,125,0,29.59,4365.025445
1,1.7,125,2,23.04,6516.16236
0,2.44,250,0,38.31,9141.553468
0,1.89,250,0,38.31,8699.308101
0,2.66,90,1,15.51,2586.52291
1,2.61,90,1,31.99,11256.09617
1,3.9,63,0,19.89,8818.105325
0,2.99,250,1,18.86,13051.42603
0,2.01,250,1,22.07,7856.544329
1,2.78,63,0,38.31,7138.722602
1,3.9,90,1,30.93,16429.75121
1,3.32,125,0,32.56,16416.47605
1,3.9,63,2,38.31,8960.681015
1,2.41,90,0,17.64,5897.433339
1,2.89,63,2,24.4,6114.339353
1,1.86,50,2,16.6,2713.2666710000003
0,3.57,50,0,20.39,2247.204138
0,3.3,90,1,24.74,3822.8607840000004
1,3.62,200,1,38.31,22423.13485
1,2.47,200,2,29.29,19028.51765
1,2.92,250,1,15.44,20273.40229
0,2.48,63,1,31.47,2098.885952
1,2.68,250,1,12.17,18764.448480000003
1,3.9,200,2,31.94,22423.13485
0,3.9,90,0,37.4,5821.503106
1,2.68,125,0,17.7,10210.036
1,2.85,250,1,29.68,22423.13485
1,3.24,250,1,31.64,22423.13485
0,2.09,63,2,29.97,1893.9556129999999
0,3.3,63,0,20.48,2379.700058
1,1.48,125,0,15.28,5211.482199
0,2.48,90,1,36.37,3762.0627219999997
1,2.99,200,0,25.72,17368.51568
1,1.45,63,2,20.04,3205.874973
0,2.53,63,0,15.29,1749.84168
1,3.19,250,0,23.26,22423.13485
1,1.97,50,0,38.11,4743.670209000001
1,2.39,250,0,38.31,22423.13485
1,1.45,250,1,24.85,15411.66638
0,2.97,50,0,20.91,1749.84168
0,1.63,63,1,12.17,1749.84168
0,2.41,90,1,12.17,2173.967086
1,2.44,63,0,38.23,6302.25634
0,1.7,90,0,38.31,2351.5392890000003
0,1.45,63,1,12.17,1749.84168
1,1.51,50,2,14.0,2126.48594
0,1.62,200,0,30.41,4408.8482380000005
0,3.9,200,2,36.16,12863.87634
1,3.57,90,1,14.78,10072.244929999999
1,2.52,63,0,26.51,5561.192029999999
0,1.68,125,0,35.73,2796.973172
1,2.52,50,1,36.05,6011.206629
1,2.25,125,2,38.31,12994.8383
1,3.9,125,0,33.91,16717.23247
1,2.09,250,0,29.59,22423.13485
1,2.18,200,0,20.85,13350.88041
1,3.9,90,1,19.18,13708.4515
1,1.71,90,0,22.51,5829.866249000001
0,2.04,90,2,33.95,2954.1808920000003
0,3.86,125,0,14.98,4441.915118999999
0,3.9,125,0,22.72,5217.458913
1,3.25,50,0,38.06,7698.812014
1,3.79,200,0,38.11,22423.13485
1,1.83,125,2,38.31,10129.961290000001
1,3.46,90,2,30.0,10123.84442
1,2.36,125,0,38.31,16038.4236
1,1.45,125,2,38.04,8508.018647
1,2.29,90,1,19.13,8171.643556
1,2.54,50,1,25.19,4574.398776
0,2.55,125,1,19.6,3968.5088960000003
1,3.42,63,0,27.18,8875.023134000001
1,3.9,125,1,35.24,22423.13485
1,3.79,250,2,22.51,22423.13485
1,2.62,63,0,16.16,4920.104587
0,3.61,63,0,20.02,2909.253738
1,2.06,125,0,22.34,9722.397524
1,2.33,200,0,34.48,20710.87297
1,2.7,200,0,29.45,19627.26941
1,2.41,250,0,18.29,22423.13485
1,2.2,125,0,36.45,12068.52144
1,3.37,63,2,17.17,6323.848256
1,2.05,200,1,32.49,15538.61025
1,3.9,200,2,20.86,22423.13485
1,2.86,90,0,29.53,9305.860819
0,2.13,200,2,21.16,5225.774206
1,1.8,250,1,21.84,15193.8711
1,3.16,250,1,28.63,22423.13485
0,3.2,90,1,32.7,3913.868207
1,3.9,90,2,38.31,13606.51813
0,3.73,90,2,18.42,2974.7828329999998
1,1.45,90,1,22.06,3937.2453659999996
0,3.32,90,0,36.71,4052.423168
0,3.2,63,0,15.49,2431.0698399999997
0,2.12,63,0,23.95,1898.1989
1,1.45,250,2,38.31,19651.67105
0,2.4,63,2,23.79,1749.84168
1,3.71,125,0,30.68,15258.94285
1,2.52,63,1,33.76,4981.196646
1,3.86,250,1,22.92,22423.13485
1,3.9,90,2,16.12,12906.60794
1,1.67,90,0,26.6,6732.973379000001
1,1.72,63,2,27.49,3863.345786
1,1.52,90,0,21.62,4855.765452000001
0,2.62,250,0,13.57,13481.6661
0,3.44,50,2,12.17,1749.84168
1,1.49,250,1,24.29,12436.991390000001
1,3.77,50,1,21.36,7338.490901
0,2.17,50,0,26.11,1749.84168
1,1.75,63,2,21.27,3691.5578119999996
0,3.9,90,0,29.51,5122.424043
1,2.93,250,1,16.71,22423.13485
1,2.26,125,2,35.27,11730.08294
1,1.89,90,2,14.62,5257.156385
1,2.22,90,0,20.54,7539.119154000001
1,2.94,125,1,32.62,16065.115719999998
1,1.45,90,2,19.99,3758.6840810000003
1,2.18,50,0,17.24,2730.833505
0,2.92,63,1,30.4,2563.669116
0,3.1,200,2,12.7,5338.087487
1,2.43,90,0,22.42,7055.967904000001
1,2.22,90,2,38.31,8620.926999
1,1.66,200,0,14.54,9469.175073999999
0,1.45,90,0,18.41,1749.84168
0,3.9,125,0,38.31,8334.180148000001
0,3.9,200,0,38.31,13552.181209999999
0,2.52,63,0,36.48,2143.872959
1,3.9,250,2,12.35,22423.13485
1,2.25,125,1,31.18,12041.53115
1,2.19,63,1,21.34,4628.027368999999
0,2.91,250,1,15.09,12732.95619
0,1.96,90,1,38.31,3152.5685320000002
0,2.82,63,2,27.92,2258.371193
0,2.2,125,1,20.94,3496.6818
1,1.76,90,1,30.57,6531.49219
1,2.45,63,0,16.29,4122.2856679999995
0,3.9,125,0,25.22,7832.577406999999
1,2.42,90,0,14.41,4896.787003
1,2.93,250,0,18.55,22423.13485
0,2.15,125,1,27.82,4418.629676
1,3.02,90,0,22.31,9067.846343000001
1,1.98,200,0,21.87,12725.462959999999
1,3.9,63,1,20.39,9552.233711
1,1.47,90,0,17.75,3692.779539
0,3.03,63,0,32.74,2504.4580579999997
0,2.0,63,0,15.79,1749.84168
1,2.92,250,0,23.73,22423.13485
1,2.48,200,0,34.18,19338.104219999997
1,2.46,63,1,38.31,6506.769604
1,2.86,63,0,13.73,5375.767567
0,2.11,90,1,22.47,2074.469853
0,3.9,63,1,14.36,2497.251065
1,2.45,250,0,17.29,22423.13485
1,3.52,90,2,22.82,10214.415359999999
0,3.26,250,0,35.86,12625.16157
1,2.03,90,0,14.53,5525.967214
1,1.49,90,1,28.98,4800.291466
1,1.45,250,1,14.68,11996.72245
1,3.9,90,1,12.17,9600.719309999999
0,1.92,90,1,29.08,2115.600575
0,2.28,200,0,31.65,6408.189081
0,1.98,63,1,33.35,1749.84168
1,3.29,250,2,33.25,22423.13485
1,2.09,125,0,25.21,8788.132544
0,3.9,63,0,24.22,3583.2098960000003
1,1.83,200,1,20.6,13422.94604
1,2.17,90,0,27.76,6578.803681
1,1.92,63,0,37.07,5509.244463
1,3.9,90,0,16.3,10842.55034
0,1.94,125,2,15.27,2578.639344
1,2.11,90,0,19.08,6401.000353
1,1.66,125,1,15.92,6445.391431
0,3.9,250,0,19.72,12163.345370000001
1,2.43,90,0,25.41,7931.673539
1,3.21,63,0,20.34,8272.9849
1,3.9,125,0,19.28,14458.635180000001
0,3.9,125,0,13.76,4506.131559
1,1.89,250,0,22.15,19280.60891
1,1.86,50,0,17.7,3421.4883520000003
1,2.4,63,0,20.26,5934.937771
1,2.37,90,2,12.17,4967.418662
1,1.77,125,1,14.0,6183.208724
1,1.65,200,0,14.58,11303.99166
1,2.16,125,0,34.83,10303.38193
0,2.58,250,1,17.22,6885.457617
1,2.82,125,2,29.97,13198.26391
0,3.9,90,1,30.25,4953.7919329999995
1,2.2,125,1,17.05,8843.192168000001
1,1.86,125,2,17.92,7508.6550689999995
1,3.59,90,0,18.56,12143.12773
1,2.11,90,1,28.84,8146.087841
1,2.45,90,2,16.64,6191.297571
1,3.22,63,0,15.76,5207.254008
0,2.26,90,1,38.31,3030.671476
0,1.99,90,1,26.56,2131.847647
1,1.45,63,0,26.85,2679.874568
0,3.79,63,1,38.31,4234.886002
1,1.74,90,0,15.83,4397.2913960000005
1,2.83,125,0,32.16,15903.103319999998
1,1.81,50,1,23.93,3221.4579519999998
0,3.59,250,0,18.74,10902.53373
1,3.35,50,1,32.24,6673.159447
0,2.88,90,0,32.59,2782.92716
0,2.82,250,2,15.54,13226.20291
1,1.99,125,1,23.25,9337.11501
1,2.43,250,0,34.73,22423.13485
1,2.86,90,2,18.55,8409.765524
0,1.55,200,1,32.26,3727.1705939999997
0,2.82,200,0,29.58,7963.966037
1,1.45,50,0,31.52,2280.073752
0,2.48,63,0,26.15,2154.533738
1,2.05,250,0,36.46,22423.13485
1,1.68,90,0,31.04,4979.006515
1,1.91,125,1,19.01,7257.229592000001
0,2.17,63,1,17.14,1770.8940940000002
1,2.44,63,0,36.09,5992.658587
1,2.78,125,2,31.52,15316.44176
1,1.45,63,1,16.76,2840.552101
0,3.64,63,0,19.98,3013.600935
1,1.81,125,0,17.38,6922.204352
1,3.9,63,0,34.32,9592.512611
1,2.62,90,2,17.43,6978.774558
1,1.45,125,0,19.59,4952.201907
1,1.95,250,0,33.1,22423.13485
0,3.03,125,0,12.19,3475.721111
0,1.86,50,1,25.14,1749.84168
1,1.76,250,0,17.98,14465.0681
1,3.2,200,2,38.31,22423.13485
0,2.86,90,2,22.11,2879.2845399999997
1,2.8,250,1,27.0,22423.13485
1,1.5,63,2,14.03,2385.738323
1,2.03,50,0,31.99,4665.1939090000005
1,3.9,125,2,38.31,19009.68233
1,3.81,63,0,32.47,8817.051472
1,3.25,63,1,20.38,6215.595572
1,2.51,90,1,31.58,8066.436128
1,2.72,63,1,28.49,5984.331533
0,3.17,90,0,31.77,4230.442633
1,1.8,200,2,14.51,11758.06328
0,1.45,200,1,18.54,2528.56554
0,3.83,63,0,29.56,3358.6854719999997
1,3.56,200,1,34.79,22423.13485
1,1.45,200,0,38.31,11978.46953
0,2.31,50,1,26.86,1749.84168
0,3.9,90,1,17.31,4680.0926340000005
0,3.77,63,2,14.77,2224.347643
1,1.45,250,2,13.4,12034.337140000001
1,2.75,200,0,28.32,18785.48522
1,1.8,90,0,23.42,6214.840395
1,2.12,125,1,18.75,6977.228359999999
1,2.31,63,0,36.51,5344.250299
1,1.77,90,1,38.31,6481.861749000001
1,2.26,200,0,38.31,21280.46354
1,2.09,250,0,38.31,22423.13485
1,2.46,125,0,19.08,7843.209665
1,3.9,125,1,29.82,17713.9742
1,3.9,50,2,22.57,8224.593123
1,2.56,200,1,21.52,16649.666119999998
1,3.9,50,2,34.11,9819.63659
1,3.47,50,0,27.72,6415.500638
0,2.09,200,1,33.13,7288.045045
0,2.9,250,1,35.53,18060.71335
1,2.01,90,1,28.53,5253.513022
0,2.94,50,0,33.59,2333.875431
0,3.08,63,0,29.69,2148.01882
1,3.13,90,0,28.45,8948.084324
0,2.39,63,2,38.31,2309.025233
0,2.32,250,0,32.64,13253.86082
1,3.9,90,0,25.54,14334.037890000001
1,3.26,200,0,12.17,15178.496280000001
0,3.42,90,0,28.64,4809.105004
1,3.59,50,0,24.0,5910.331998
1,2.58,250,0,19.72,22423.13485
1,3.28,90,0,18.62,7694.463640999999
1,3.9,90,1,24.23,11789.80325
1,3.05,90,0,22.79,8817.610149
0,2.66,200,0,28.77,7730.826875
1,3.31,200,0,18.12,22213.78326
1,3.13,200,0,19.48,20128.20309
0,1.45,125,0,23.46,2131.7209940000002
1,2.35,200,2,22.39,19978.90508
1,3.9,125,1,15.36,15027.857719999998
0,1.74,200,2,14.3,3857.962123
1,1.95,250,0,21.79,18259.766880000003
0,1.59,63,2,15.48,1749.84168
0,3.9,250,2,23.1,22423.13485
0,2.65,63,1,15.09,1749.84168
1,3.9,63,2,37.46,11285.906990000001
0,2.01,125,1,18.12,2484.515175
1,3.19,50,0,27.23,6559.39815
1,1.86,63,1,32.25,4711.5562899999995
1,1.63,125,0,38.31,10255.492259999999
1,2.53,250,0,14.67,16754.769180000003
1,3.9,90,1,30.79,16330.98351
0,3.02,90,0,38.31,4902.194257
1,1.45,50,1,35.42,2110.979131
1,1.45,90,2,15.09,3198.2988
1,1.91,63,0,18.42,3769.827189
0,2.2,50,1,23.27,1749.84168
1,2.13,250,0,13.11,13212.42757
1,3.9,50,2,38.31,10504.367040000001
0,1.82,63,1,36.4,2258.305516
1,3.54,250,1,34.07,22423.13485
0,3.9,125,0,34.39,8543.782065000001
1,3.9,125,0,15.91,13414.91072
0,2.48,250,0,28.11,14096.99741
1,2.07,125,0,38.31,10262.26187
1,3.74,63,0,19.17,6742.343287000001
0,2.67,90,0,29.09,3674.0053380000004
0,3.9,90,1,16.37,3784.4876090000002
0,2.79,90,2,19.83,2587.5797820000003
1,3.9,200,2,19.0,22423.13485
0,1.65,125,0,34.5,3350.422291
0,2.08,50,0,12.17,1749.84168
1,1.79,90,0,30.22,6919.7345510000005
0,3.45,125,2,27.01,6536.036
1,1.84,125,2,17.88,6498.184457
1,2.27,125,0,19.17,9879.693205
1,3.41,250,0,38.31,22423.13485
0,2.22,250,0,38.31,13559.88689
1,3.14,63,0,23.61,8274.003920000001
1,2.12,250,0,23.58,22423.13485
1,3.69,63,0,23.86,8822.295752
1,1.55,90,2,18.0,4888.822465
1,3.9,125,2,19.53,17569.20427
0,1.55,90,1,15.16,1749.84168
1,3.9,63,0,35.12,13262.33721
1,2.51,90,1,19.66,6780.383209999999
1,3.73,250,0,29.14,22423.13485
1,3.28,125,2,25.48,14972.943009999999
1,3.71,250,1,19.17,22423.13485
1,2.96,90,1,32.33,12442.81845
1,1.8,250,0,14.09,11819.76258
1,2.42,63,0,15.02,4279.915583
1,2.95,90,0,20.48,9074.342551
0,2.35,90,1,31.92,2858.478842
0,2.13,200,1,15.94,4817.382558
0,1.84,90,1,20.4,1749.84168
0,3.9,125,0,19.27,6298.037206
0,2.64,90,1,12.17,2063.90637
0,3.59,63,0,12.17,2107.210779
1,3.43,90,2,28.2,11656.84314
1,3.9,200,0,20.57,22423.13485
1,1.45,250,1,13.85,11512.22541
0,1.93,200,0,38.31,5042.752243
1,2.49,125,2,33.6,10572.520690000001
1,3.9,200,0,37.78,22423.13485
1,2.55,90,0,33.27,9617.348276
1,3.85,90,0,20.92,14116.06049
1,2.27,250,0,27.34,22423.13485
1,3.4,200,0,23.29,22423.13485
1,2.98,50,0,32.51,6342.761056
1,3.81,63,1,20.75,8472.246051
1,1.71,200,0,21.84,10905.820609999999
1,3.38,90,1,17.48,8739.799879
1,2.61,63,0,21.19,4315.8817899999995
0,3.9,250,0,16.29,7344.458275
0,3.22,125,2,34.9,4517.827992
0,2.1,200,0,21.84,4676.504097999999
1,2.12,125,0,19.66,9089.87933
1,3.9,125,2,38.31,21761.57546
1,3.9,63,0,20.5,10318.07533
1,1.94,90,1,38.31,8200.994794
1,3.9,63,2,30.89,11323.69815
0,3.2,63,0,38.31,3574.6475299999997
1,1.45,90,1,38.31,3577.157657
1,2.19,63,1,34.75,5359.997332
1,2.45,200,0,33.77,17624.58781
1,2.46,200,0,28.2,20340.895109999998
1,3.9,50,1,31.0,7260.543355
0,1.97,125,0,21.47,3008.072604
1,2.37,125,1,30.17,11354.53105
1,2.43,90,0,35.16,9042.246007
0,2.61,63,1,26.81,1749.84168
0,2.57,200,0,18.98,5535.5796310000005
0,1.61,125,1,37.82,2813.245382
0,2.66,250,0,18.55,7975.461261
1,2.46,250,1,32.02,22423.13485
1,2.38,63,0,33.51,6176.738184000001
0,3.22,200,0,13.4,5495.57959
1,1.94,63,1,38.31,6296.440272
1,1.45,63,0,35.38,3283.21935
1,3.16,200,1,18.55,18876.57369
1,1.57,200,2,12.17,8306.475616
0,3.9,50,0,29.99,2922.241741
1,2.29,63,0,28.43,5317.423933
1,3.39,90,1,36.34,10357.37677
1,3.9,125,1,23.54,17412.642780000002
1,2.57,90,0,34.0,11791.83138
1,2.62,90,0,29.23,10851.07295
1,2.06,250,1,31.01,22423.13485
0,1.45,200,1,30.04,4050.284026
1,3.9,63,0,17.65,8556.085098
1,1.45,250,1,20.91,14560.24199
1,1.79,125,0,17.36,5103.460486999999
0,3.19,90,2,38.31,4163.382962
1,2.14,125,0,38.31,10595.52935
1,2.35,63,1,17.85,4080.132188
0,3.9,200,0,21.44,8839.063654000001
1,3.9,63,2,15.07,6124.446533
1,3.89,90,2,28.73,10803.460509999999
0,3.2,63,1,17.51,1971.6794120000002
1,3.02,125,0,38.31,18561.466519999998
1,2.87,63,2,12.27,5018.572305
0,2.16,90,0,12.17,1749.84168
0,1.98,90,1,12.17,1749.84168
1,2.75,200,2,14.21,16832.92487
0,3.44,90,0,21.92,4210.707497
1,3.1,50,1,16.98,4630.274013
0,1.88,200,0,15.01,3861.499552
1,2.04,50,0,23.4,3033.448867
0,3.07,250,0,38.31,14646.04626
1,3.9,250,0,35.21,22423.13485
1,3.79,50,0,31.49,6945.89437
1,2.56,200,1,31.31,17558.05588
1,1.94,200,1,28.72,13844.871669999999
1,2.79,125,1,38.31,15633.236030000002
0,2.62,90,0,23.19,2824.348407
1,3.13,90,0,12.5,6262.117706
1,2.05,200,0,22.07,13668.186940000001
1,3.65,63,1,25.83,8018.414793000001
1,3.3,250,1,29.07,22423.13485
0,3.37,90,1,18.59,3307.357723
1,2.56,125,0,27.5,13435.5288
1,3.22,125,1,28.89,16367.82719
1,2.52,63,1,38.31,7186.145707
1,2.33,63,0,25.56,5570.745268
1,2.67,90,2,21.42,8295.195992
1,2.25,90,1,35.58,7990.203734000001
1,2.12,63,1,33.33,5153.063666
1,3.3,90,0,14.74,8909.337062
1,3.9,125,0,21.1,17767.1685
0,1.79,200,0,38.31,4888.865665
1,1.45,90,0,18.46,5102.231631000001
1,3.9,90,0,31.41,13822.583069999999
0,2.32,200,0,38.31,7242.079866
1,1.74,63,0,32.02,4318.002579999999
1,3.39,63,0,17.47,7059.505551
1,1.94,250,0,19.75,20900.76021
0,3.9,63,1,31.69,3373.63789
0,2.35,250,0,29.37,7696.819073999999
1,3.9,90,0,18.56,12472.205559999999
1,2.37,250,0,15.63,19828.063680000003
1,2.42,63,0,30.42,5826.977909
0,2.74,90,2,34.67,3338.73302
1,2.38,50,0,25.92,3963.45685
0,3.72,63,1,20.87,2268.0448300000003
1,3.9,63,2,18.75,7340.133999
1,2.05,125,2,31.91,8596.319006
1,2.96,50,0,12.49,3714.388636
1,2.68,63,1,31.39,6923.784366
1,3.9,90,2,29.75,14238.566840000001
1,1.83,63,0,25.92,4536.580318
1,2.4,63,2,14.93,4126.931995
0,1.59,250,1,18.63,8001.335162
0,2.34,90,1,14.9,2451.3586920000002
1,2.41,200,1,24.86,13453.042930000001
0,1.79,125,2,28.25,2820.9403190000003
