JOB_ID,JOB_TYPE,DEPTH_M,DIAMETER_MM,MATERIAL,LENGTH_M,JOB_COST
Job 2385,Replace,4.06,125,AC,26.98,15420.72418
Job 2386,Repair,1.83,450,AC,34.37,10541.4512
Job 2387,Replace,3.71,63,AC,17.86,7168.225664
Job 2388,Replace,3.4,90,AC,32.47,10170.74588
Job 2389,Repair,2.16,90,AC,19.85,2358.720488
Job 2390,Repair,3.52,63,ST,23.17,2728.704176
Job 2391,Replace,3.65,125,AC,20.85,13683.30108
Job 2392,Repair,2.74,450,CI,30.68,16590.43166
Job 2393,Replace,2.68,63,CI,10.78,3748.256176
Job 2394,Replace,2.34,63,ST,43.93,6868.072089
Job 2395,Replace,2.9,90,CI,33.93,8843.189368
Job 2396,Replace,3.69,90,AC,39.96,14636.70044
Job 2397,Repair,3.04,63,AC,31.49,2737.907845
Job 2398,Replace,1.52,90,AC,35.22,5592.874536
Job 2399,Repair,1.75,90,CI,38.07,2810.336814
Job 2400,Replace,1.98,50,CI,31.55,3551.431963
Job 2401,Replace,3.79,50,AC,24.19,7143.863528
Job 2402,Repair,2.85,50,AC,24.34,1794.624307
Job 2403,Replace,1.85,200,CI,34.71,11703.34563
Job 2404,Repair,2.82,200,AC,17.45,6096.464487
Job 2405,Replace,2,450,CI,21.32,32922.79924
Job 2406,Replace,1.23,125,AC,18.37,4468.721665
Job 2407,Replace,2.81,450,CI,26.25,40798.1513
Job 2408,Replace,2.56,90,CI,38.36,9562.949916
Job 2409,Repair,3.18,315,AC,19.57,11154.86938
Job 2410,Repair,2.63,90,CI,24.81,3073.875392
Job 2411,Replace,4.71,250,ST,11.18,32686.89451
Job 2412,Replace,2.65,125,CI,12.46,7877.297041
Job 2413,Repair,2.07,90,AC,15.56,1989.116652
Job 2414,Replace,1.94,90,ST,11.34,3588.071023
Job 2415,Replace,2.43,125,ST,13.95,8050.219012
Job 2416,Repair,1.11,63,CI,14.27,635.0282758
Job 2417,Replace,3.88,63,ST,18.95,7508.617982
Job 2418,Replace,1.35,50,AC,9.2,1550.17203
Job 2419,Replace,4.02,63,ST,30.68,8754.148322
Job 2420,Replace,4.52,63,CI,16.51,7563.15023
Job 2421,Replace,2.94,250,AC,21.27,24973.15985
Job 2422,Replace,3.02,63,CI,13.87,5405.131318
Job 2423,Replace,2.09,250,CI,23.84,17747.64673
Job 2424,Repair,1.89,125,AC,20.04,2661.966113
Job 2425,Replace,1.83,90,ST,27.09,6399.455171
Job 2426,Replace,1.63,125,CI,14.36,4626.865494
Job 2427,Repair,3.33,63,AC,24.73,2395.379055
Job 2428,Repair,4.19,90,ST,32.56,5143.837829
Job 2429,Replace,2.08,450,CI,21.04,35317.02703
Job 2430,Repair,1.9,90,ST,29,2255.144895
Job 2431,Replace,2.71,90,AC,25.9,9357.556698
Job 2432,Replace,2.37,90,AC,39.69,8847.57799
Job 2433,Repair,1.2,50,ST,19.35,657.9005281
Job 2434,Repair,4.23,125,CI,19.66,5127.740596
Job 2435,Replace,1.14,125,ST,42.67,5796.904999
Job 2436,Replace,1.62,125,AC,18.2,6770.51555
Job 2437,Repair,2.86,90,AC,24.87,3597.057362
Job 2438,Repair,2.21,125,AC,21.71,3440.306276
Job 2439,Replace,3.47,250,AC,19.8,30408.28246
Job 2440,Replace,2.72,125,AC,16.47,10238.83946
Job 2441,Replace,2.94,90,CI,24.79,11464.91451
Job 2442,Repair,4.74,125,AC,26.87,8858.096345
Job 2443,Repair,3.54,90,ST,32.55,4650.858111
Job 2444,Replace,1.63,200,CI,29.4,11079.62558
Job 2445,Replace,3.79,50,ST,18.21,6566.007865
Job 2446,Repair,3.19,200,AC,20.85,7394.520909
Job 2447,Replace,2.33,200,AC,9.8,10855.15413
Job 2448,Replace,3.62,200,ST,43.15,31872.6849
Job 2449,Replace,1.86,125,CI,22.57,6937.844596
Job 2450,Repair,3.12,63,ST,14.15,1613.928839
Job 2451,Replace,2.58,90,AC,21.14,7846.681141
Job 2452,Replace,3.46,90,AC,36.19,13370.58383
Job 2453,Repair,3.3,90,AC,44.89,3918.351978
Job 2454,Replace,2.22,90,ST,27.87,7307.218535
Job 2455,Replace,2.15,90,CI,18.6,6326.351667
Job 2456,Repair,3.43,63,AC,28.26,3186.862274
Job 2457,Replace,2.92,90,CI,29.05,11243.2789
Job 2458,Replace,1.55,90,ST,13.6,3815.367799
Job 2459,Replace,1.78,90,CI,19.15,4835.034121
Job 2460,Replace,1.99,50,CI,14.98,3555.761343
Job 2461,Replace,3.03,50,AC,24.77,4980.378996
Job 2462,Replace,3.98,200,ST,19.02,26907.1623
Job 2463,Replace,2.76,90,CI,21.56,7931.318608
Job 2464,Replace,4.66,200,CI,17.54,31006.51818
Job 2465,Repair,2.98,450,AC,19.36,17070.97158
Job 2466,Replace,1.77,450,ST,37.4,37293.02111
Job 2467,Repair,2.44,250,CI,22.29,6803.210078
Job 2468,Replace,2.87,90,CI,15.47,7428.023286
Job 2469,Replace,1.89,200,AC,39.04,16985.76335
Job 2470,Repair,4.09,125,ST,19.93,5691.141793
Job 2471,Replace,3.32,200,ST,17.38,22449.48353
Job 2472,Replace,1.26,50,ST,33.88,2641.343151
Job 2473,Replace,4.22,250,CI,40.58,48633.45589
Job 2474,Replace,2.26,250,CI,26.75,20073.82537
Job 2475,Repair,2.45,50,AC,14.44,1234.886256
Job 2476,Replace,1.92,200,AC,26.34,12824.36649
Job 2477,Replace,2.25,63,CI,20.97,4310.487354
Job 2478,Replace,3.02,200,AC,29.32,27897.70914
Job 2479,Replace,2.54,250,AC,25.35,25200.29679
Job 2480,Replace,3.24,63,ST,28.88,7328.586872
Job 2481,Replace,3.07,50,AC,29.44,6261.798835
Job 2482,Repair,2.53,90,AC,12.12,1983.175036
Job 2483,Repair,3.74,90,CI,32.65,4584.353874
Job 2484,Replace,2.89,200,CI,39.62,20534.48102
Job 2485,Replace,3.41,90,ST,24.23,10092.96595
Job 2486,Replace,2.67,63,AC,14.07,4254.777037
Job 2487,Replace,1.86,250,CI,12.58,11972.1343
Job 2488,Replace,2.28,125,AC,34.57,12035.27679
Job 2489,Replace,1.84,250,AC,19.17,17767.81986
Job 2490,Replace,1.94,50,AC,12.83,2523.581729
Job 2491,Replace,1.58,250,CI,39.99,19486.4734
Job 2492,Replace,3.13,50,CI,27.48,5737.847096
Job 2493,Replace,3,125,CI,31.64,13671.37166
Job 2494,Replace,2.34,125,AC,44.9,12666.00576
Job 2495,Replace,2.27,125,AC,21.56,8889.437863
Job 2496,Replace,3.22,90,CI,14.75,8152.672855
Job 2497,Replace,2.13,50,AC,33.2,4531.901267
Job 2498,Replace,2.06,63,CI,34.76,5644.732236
Job 2499,Replace,3.56,200,AC,31.7,27242.19382
Job 2500,Repair,2.81,250,CI,24.71,9000.772945
Job 2501,Replace,1.74,90,AC,27.03,5396.364149
Job 2502,Replace,4.03,125,AC,11.48,14061.98295
Job 2503,Replace,3.69,50,AC,43.89,7543.273621
Job 2504,Repair,3.91,90,ST,13.47,3325.258624
Job 2505,Replace,1.82,50,CI,23.95,3522.388389
Job 2506,Replace,1.32,250,AC,20.78,11417.50583
Job 2507,Replace,3.86,90,AC,41.62,16782.14404
Job 2508,Repair,2.19,125,ST,14.5,2562.129377
Job 2509,Repair,3.01,63,CI,30.72,2633.826858
Job 2510,Replace,2.53,63,CI,27.44,5513.509977
Job 2511,Replace,2.04,90,ST,24.04,5723.946108
Job 2512,Replace,3.72,90,AC,24.64,10732.30503
Job 2513,Replace,3.25,125,ST,37.75,17443.71724
Job 2514,Replace,2.31,450,CI,30.56,33382.10981
Job 2515,Replace,3.59,125,ST,31.94,17182.81907
Job 2516,Repair,2.91,50,AC,9.53,1176.393898
Job 2517,Replace,1.98,90,CI,31.46,6775.276476
Job 2518,Repair,2.14,200,AC,20.91,5816.207676
Job 2519,Repair,1.68,200,CI,9.6,2724.015395
Job 2520,Repair,2.71,90,AC,34.31,3198.7509
Job 2521,Replace,3.09,90,CI,21.5,8677.741993
Job 2522,Replace,3.81,90,CI,28.78,13110.69408
Job 2523,Repair,3.86,200,AC,30.46,10363.10313
Job 2524,Replace,2.41,63,AC,15.22,4352.935036
Job 2525,Replace,1.44,90,AC,30.54,4882.270026
Job 2526,Repair,3.32,63,CI,32.44,3202.742374
Job 2527,Replace,1.74,90,AC,22.15,5515.927848
Job 2528,Repair,3.17,250,CI,43.66,12147.84349
Job 2529,Replace,3.76,125,AC,20.43,16636.29886
Job 2530,Replace,3.4,50,ST,29.66,6212.08141
Job 2531,Replace,3.46,200,AC,37.02,25961.13745
Job 2532,Replace,3.44,90,ST,36.71,11419.1423
Job 2533,Replace,2.28,200,ST,24.43,15369.95757
Job 2534,Replace,4.47,90,AC,42.21,15863.63514
Job 2535,Repair,4.49,63,AC,14.94,2779.259376
Job 2536,Replace,1.83,50,AC,13.52,2567.180956
Job 2537,Replace,1.98,315,AC,38.39,28127.61895
Job 2538,Replace,1.67,63,AC,28.48,4301.365919
Job 2539,Replace,1.15,200,CI,26.72,8487.607186
Job 2540,Replace,2.63,63,CI,29.75,6622.823569
Job 2541,Replace,2.09,90,AC,25.09,6354.86017
Job 2542,Replace,2.55,450,CI,25.6,40668.22447
Job 2543,Replace,2.22,63,AC,20.05,4643.057332
Job 2544,Replace,3.42,250,ST,18.25,27338.98271
Job 2545,Replace,3.38,250,CI,49.25,33897.73264
Job 2546,Replace,3.44,250,AC,21.88,31267.201
Job 2547,Replace,3.24,50,CI,37.93,7494.501578
Job 2548,Replace,3.51,63,AC,13.91,6626.532403
Job 2549,Replace,4.08,63,AC,32.1,8113.408253
Job 2550,Replace,2.42,63,CI,25.91,5078.137895
Job 2551,Replace,2.92,90,CI,26.64,8669.534215
Job 2552,Replace,1.69,50,CI,23.55,3295.971471
Job 2553,Repair,1.6,125,AC,34.9,2827.888343
Job 2554,Replace,2.71,125,CI,34.79,13736.08733
Job 2555,Replace,3.15,200,AC,41.52,23334.89086
Job 2556,Replace,2.3,63,AC,21.38,3907.572159
Job 2557,Replace,4.66,90,AC,23.05,15534.11949
Job 2558,Replace,2.47,315,AC,15.23,19469.26071
Job 2559,Repair,2.07,63,AC,18.33,1546.047068
Job 2560,Repair,3.25,63,AC,14.61,2183.85023
Job 2561,Replace,4.57,63,ST,30.57,10934.22834
Job 2562,Replace,4.15,63,CI,38.5,11747.90718
Job 2563,Repair,3.88,200,AC,11.98,6882.181436
Job 2564,Repair,2.74,315,AC,20.14,8848.556897
Job 2565,Replace,3.57,63,AC,43.03,9356.088867
Job 2566,Replace,1.81,125,CI,19.8,7740.890697
Job 2567,Replace,4.2,90,AC,39.43,15404.35131
Job 2568,Replace,2.8,50,CI,28.71,6021.212175
Job 2569,Replace,2.73,50,AC,43.52,6585.998446
Job 2570,Repair,2.57,63,AC,27.1,2636.6851
Job 2571,Repair,3.34,125,ST,14.41,3797.099463
Job 2572,Replace,2.9,90,AC,24.13,9594.21675
Job 2573,Repair,3.79,250,ST,37.07,12701.60179
Job 2574,Replace,2.24,63,AC,29.02,4886.793905
Job 2575,Replace,2.48,250,AC,25.34,20950.37606
Job 2576,Replace,3.78,200,ST,40.57,23365.44109
Job 2577,Repair,1.4,90,AC,20.09,1294.416034
Job 2578,Repair,4.17,125,CI,17.2,5652.869305
Job 2579,Replace,3.35,90,AC,14.75,10158.20202
Job 2580,Replace,4.2,315,AC,37.49,58126.68264
Job 2581,Repair,2.88,90,ST,15.06,2770.460732
Job 2582,Replace,4.21,125,AC,15.33,12054.44918
Job 2583,Replace,2.07,90,AC,38.81,7318.278968
Job 2584,Replace,2.43,200,CI,12.21,11937.79751
Job 2585,Repair,3.98,315,ST,19.98,14149.33389
Job 2586,Replace,2.32,63,AC,46.92,6709.48957
Job 2587,Replace,4.07,200,AC,22.3,26138.74656
Job 2588,Repair,2.97,200,AC,43.37,8528.865922
Job 2589,Replace,4.03,90,CI,27.12,12846.95152
Job 2590,Replace,3.01,63,ST,35.89,8079.319675
Job 2591,Replace,3.21,63,AC,42.74,8986.448746
Job 2592,Replace,3.87,125,CI,15.75,14760.55436
Job 2593,Replace,2.41,63,AC,34.63,5291.351501
Job 2594,Replace,1.77,63,AC,10.89,2608.801901
Job 2595,Replace,2.71,63,ST,38.83,6922.235183
Job 2596,Replace,2.6,90,AC,38.68,10270.44611
Job 2597,Replace,1.56,50,CI,31.1,3302.783188
Job 2598,Repair,3.31,90,CI,13.9,3194.300485
Job 2599,Repair,4.79,63,ST,34.55,4439.831003
Job 2600,Replace,1.98,125,ST,13.27,7720.517366
Job 2601,Replace,2.59,200,ST,31.08,21932.27238
Job 2602,Repair,3.99,63,CI,19.5,3090.768089
Job 2603,Repair,2.56,200,AC,24.74,7637.175538
Job 2604,Repair,3.11,90,AC,32.76,4203.517993
Job 2605,Replace,4.37,90,CI,45.19,16063.2983
Job 2606,Replace,3.54,250,AC,20.59,29846.04094
Job 2607,Repair,4.15,250,CI,16.94,10703.25266
Job 2608,Replace,1.91,50,AC,25.92,3116.397688
Job 2609,Replace,1.5,90,AC,42.03,6212.980357
Job 2610,Repair,1.52,90,AC,27.16,1985.607124
Job 2611,Repair,2.46,315,AC,23.05,7933.955726
Job 2612,Replace,3.5,125,CI,24.16,15304.28617
Job 2613,Repair,2.07,200,ST,14.94,4331.099004
Job 2614,Replace,3.6,200,AC,22.21,20510.53708
Job 2615,Replace,4.15,250,CI,31.86,42666.28848
Job 2616,Replace,1.61,125,AC,10.72,5943.691789
Job 2617,Repair,2.23,315,CI,22.29,9195.832451
Job 2618,Replace,1.65,200,AC,11.01,9300.778289
Job 2619,Replace,2.47,200,ST,38.62,19587.81537
Job 2620,Repair,3.11,90,CI,16.06,3212.771488
Job 2621,Replace,2.1,63,AC,18.69,4096.059097
Job 2622,Replace,1.27,63,AC,17.15,2375.304204
Job 2623,Replace,4.23,250,AC,33.04,43761.85153
Job 2624,Replace,3.56,90,AC,47.68,15765.91786
Job 2625,Replace,1.2,63,CI,17.55,2553.278321
Job 2626,Repair,3.98,90,AC,31.71,4939.923118
Job 2627,Replace,2.77,450,AC,25.83,38770.68389
Job 2628,Replace,1.3,200,AC,18.97,9760.199562
Job 2629,Replace,1.64,200,AC,29.56,11432.47117
Job 2630,Replace,2.89,125,ST,27.2,11537.52471
Job 2631,Repair,3.6,315,AC,33.26,15791.02864
Job 2632,Repair,2.41,90,ST,20.81,3103.032456
Job 2633,Replace,2.62,63,AC,14.93,4684.432517
Job 2634,Replace,4.82,50,AC,25.45,8967.737702
Job 2635,Replace,1.87,200,AC,29.9,13462.42029
Job 2636,Replace,1.3,90,AC,21.85,4443.454485
Job 2637,Replace,1.67,125,ST,12.54,5641.85267
Job 2638,Replace,4.59,200,AC,37.74,40149.17999
Job 2639,Replace,1.87,90,AC,30.69,6958.049095
Job 2640,Replace,3.35,90,CI,24.24,10710.90631
Job 2641,Replace,2.19,200,AC,32.32,16275.63862
Job 2642,Replace,1.74,90,AC,23.91,5703.232981
Job 2643,Replace,2.24,50,ST,15.95,2940.291619
Job 2644,Repair,2.72,63,ST,36.13,2599.64728
Job 2645,Repair,2.35,90,AC,30.49,3098.422762
Job 2646,Repair,2.24,90,CI,40.3,3146.008595
Job 2647,Replace,2.2,250,AC,31.32,20666.49866
Job 2648,Replace,2.96,63,ST,26.4,7431.060346
Job 2649,Replace,2.32,125,AC,22.33,9779.141923
Job 2650,Repair,3.68,250,AC,41.59,13651.73291
Job 2651,Replace,1.96,125,AC,25.61,7549.623935
Job 2652,Repair,3.06,250,AC,21.77,7576.593737
Job 2653,Replace,3.05,63,CI,27.56,5929.455913
Job 2654,Repair,3.79,125,CI,20.56,4456.166373
Job 2655,Replace,2.17,50,ST,41.42,4901.125148
Job 2656,Replace,1.82,125,AC,16.62,6699.825835
Job 2657,Replace,1.57,90,AC,40.64,6624.926785
Job 2658,Replace,4.44,63,CI,21.87,8043.609697
Job 2659,Replace,2.72,50,AC,38.15,6417.433216
Job 2660,Replace,1.95,125,CI,10.16,5883.870208
Job 2661,Replace,2.38,200,AC,32.88,17476.83864
Job 2662,Replace,2.85,90,AC,27.88,9360.535463
Job 2663,Replace,2.94,90,AC,25.18,9279.977061
Job 2664,Replace,3.17,90,AC,36.67,12798.80485
Job 2665,Replace,2,90,AC,17.59,6820.326583
Job 2666,Replace,1.71,125,AC,12.63,5077.607519
Job 2667,Replace,3.07,50,ST,28.24,5840.747426
Job 2668,Replace,3.28,63,AC,24.35,7950.353235
Job 2669,Replace,2.19,63,CI,27.27,4648.837853
Job 2670,Repair,1.75,50,CI,19.24,993.4188551
Job 2671,Replace,2.34,90,CI,34.39,10012.51306
Job 2672,Replace,3.39,63,ST,14.16,6465.55727
Job 2673,Repair,4,125,CI,16.24,4649.879035
Job 2674,Repair,1.8,90,CI,17.99,1841.67371
Job 2675,Replace,4.17,63,AC,19.31,8449.138467
Job 2676,Replace,2.24,50,CI,16.49,3159.139908
Job 2677,Repair,2.71,63,ST,21.98,2311.893338
Job 2678,Repair,3.1,63,AC,24.91,2452.940937
Job 2679,Replace,3,90,CI,35.43,12386.12533
Job 2680,Replace,1.77,250,AC,40.99,19790.2372
Job 2681,Replace,4.19,50,CI,43.41,10596.85214
Job 2682,Replace,2.94,63,AC,24.11,5882.713154
Job 2683,Replace,2.4,125,AC,22.73,10329.9715
Job 2684,Replace,2.39,90,AC,43.22,9609.440692
Job 2685,Repair,2.26,50,AC,15,997.4888107
Job 2686,Replace,1.46,200,ST,15.41,8821.815368
Job 2687,Replace,3.61,50,ST,22.62,6118.493051
Job 2688,Replace,2.01,63,CI,26.76,5158.574492
Job 2689,Replace,1.61,125,AC,23.42,6429.245763
Job 2690,Replace,1.57,63,AC,31.89,3577.711096
Job 2691,Repair,2.92,63,AC,23.31,2450.342909
Job 2692,Replace,1.54,450,AC,16.67,18526.46413
Job 2693,Replace,2.56,315,AC,45.08,38562.05946
Job 2694,Repair,3.64,250,AC,20.88,8919.074365
Job 2695,Repair,4.16,50,ST,22.17,2821.186388
Job 2696,Replace,3.47,90,AC,13.66,7118.720415
Job 2697,Repair,2.46,200,AC,23.55,6456.545855
Job 2698,Replace,2.02,63,ST,37.38,6268.200226
Job 2699,Replace,2.21,90,AC,35.22,8630.102585
Job 2700,Repair,2.61,200,AC,27.98,8672.415933
Job 2701,Repair,2.26,125,AC,23.42,3144.431005
Job 2702,Replace,3.18,63,CI,31.49,8456.36863
Job 2703,Replace,2.93,90,AC,11.06,7208.42196
Job 2704,Repair,1.31,125,AC,23.57,1817.194786
Job 2705,Replace,4.33,63,CI,33.08,9780.68589
Job 2706,Replace,1.75,90,AC,22.88,6401.835677
Job 2707,Replace,2.16,90,AC,38.76,7255.76531
Job 2708,Replace,1.89,200,AC,20.07,11514.67818
Job 2709,Repair,1.32,250,AC,36.52,4065.640042
Job 2710,Repair,2.49,63,CI,29.78,1813.92991
Job 2711,Replace,2.03,450,CI,18.44,28352.01653
Job 2712,Replace,3.66,63,ST,37.48,9040.829021
Job 2713,Replace,1.57,125,CI,14.24,4944.141628
Job 2714,Replace,2.94,450,CI,18.72,43860.54642
Job 2715,Repair,2.41,63,CI,29.67,2298.726337
Job 2716,Replace,2.61,50,CI,31.49,4760.259157
Job 2717,Repair,2.11,125,AC,30.55,3347.477908
Job 2718,Repair,2.77,125,ST,37.36,4888.007644
Job 2719,Replace,1.76,50,ST,29.99,3339.244069
Job 2720,Replace,1.36,125,AC,35.62,8803.68211
Job 2721,Repair,1.94,50,CI,15.01,841.2701569
Job 2722,Replace,2.48,50,AC,15.51,4374.612907
Job 2723,Replace,2.96,63,ST,14.28,5007.348443
Job 2724,Repair,3.47,250,AC,23.88,9556.650569
Job 2725,Replace,3.72,125,ST,41.64,19943.44643
Job 2726,Replace,3.96,315,CI,22.74,37041.70628
Job 2727,Replace,2.73,90,ST,15.41,7122.69239
Job 2728,Replace,2.93,250,AC,23.21,25389.61836
Job 2729,Repair,2.58,63,CI,26.5,2227.285821
Job 2730,Replace,4.23,90,ST,25.03,14514.05174
Job 2731,Repair,2.5,63,CI,12.22,1290.766496
Job 2732,Repair,1.7,63,ST,27.2,1199.860502
Job 2733,Replace,2.58,90,AC,27.22,8072.45629
Job 2734,Repair,3.75,63,CI,11.94,2058.10261
Job 2735,Replace,1.96,200,AC,16.89,10280.87421
Job 2736,Repair,3.32,63,AC,34.2,3139.231241
Job 2737,Repair,1.68,90,AC,33.22,1993.192493
Job 2738,Repair,2.32,90,CI,23.93,2712.10869
Job 2739,Replace,2.08,125,AC,12.61,6193.231328
Job 2740,Replace,2.26,63,CI,14.51,4041.188857
Job 2741,Replace,3.32,50,ST,25.62,6702.989571
Job 2742,Replace,3.57,315,AC,22.01,40339.03707
Job 2743,Replace,2.42,200,CI,11.17,12320.90096
Job 2744,Replace,2.06,315,CI,22.36,21461.07566
Job 2745,Replace,3.66,90,ST,25,14205.30989
Job 2746,Replace,3,63,ST,20.68,6387.280501
Job 2747,Replace,1.54,50,AC,19.46,2165.697676
Job 2748,Replace,3.08,90,AC,21.93,8568.679437
Job 2749,Replace,1.62,63,AC,19.7,3513.235602
Job 2750,Replace,1.65,63,AC,27.63,3944.789873
Job 2751,Repair,2.44,90,AC,22.8,2829.255759
Job 2752,Replace,3.48,90,CI,19.55,10186.79207
Job 2753,Repair,2.8,90,AC,11.96,2112.433682
Job 2754,Replace,1.59,200,ST,21.76,10656.56055
Job 2755,Replace,4.22,315,AC,12.03,31318.83574
Job 2756,Replace,2.11,90,AC,43.43,9727.314607
Job 2757,Replace,3.29,125,CI,24.34,15598.76349
Job 2758,Replace,3.32,63,AC,24.16,7429.543801
Job 2759,Replace,2.45,200,CI,39.51,21046.58352
Job 2760,Replace,3.57,125,CI,23.78,14311.83339
Job 2761,Replace,3.55,63,AC,15.29,6734.432186
Job 2762,Replace,1.99,90,CI,35.69,8201.294478
Job 2763,Replace,3.78,90,AC,19.87,11760.73868
Job 2764,Replace,1.87,125,ST,12.71,6445.41283
Job 2765,Replace,3.3,125,AC,33.41,18553.23627
Job 2766,Replace,2.82,90,CI,27.27,10866.36322
Job 2767,Repair,2.86,90,AC,19.81,3133.389898
Job 2768,Replace,3.54,125,AC,10.77,9466.52245
Job 2769,Repair,2.52,63,AC,13.89,1572.158478
Job 2770,Replace,3.6,63,AC,36.39,9055.02254
Job 2771,Replace,2.55,200,AC,29.53,19570.53266
Job 2772,Repair,3.02,125,ST,18.12,4440.512873
Job 2773,Replace,4.28,315,CI,27.65,50561.63593
Job 2774,Replace,2.05,125,ST,14.62,8106.867065
Job 2775,Repair,1.29,63,AC,19.96,732.9789262
Job 2776,Replace,2.67,63,CI,24.59,5495.798509
Job 2777,Replace,3.02,125,AC,9.58,9182.9509
Job 2778,Replace,1.52,250,AC,12.96,9018.370396
Job 2779,Repair,1.85,90,ST,34.35,2416.821527
Job 2780,Repair,3.78,63,AC,9.47,1790.296511
Job 2781,Repair,4.08,63,AC,23.73,3359.555184
Job 2782,Replace,1.62,63,AC,9.95,2715.90009
Job 2783,Repair,1.66,90,AC,22.11,2181.046801
Job 2784,Replace,2.05,315,CI,43.58,27973.70775
Job 2785,Replace,3.71,63,AC,13.89,6224.48635
Job 2786,Repair,4.71,50,CI,35.01,3173.640483
Job 2787,Replace,3.69,250,ST,15.58,24678.70745
Job 2788,Replace,1.52,90,CI,15.8,4452.819703
Job 2789,Repair,2.2,50,AC,23.54,1216.842894
Job 2790,Repair,2.3,50,CI,34.21,1543.518076
Job 2791,Repair,3.58,90,AC,41.89,5016.794096
Job 2792,Replace,3.05,200,AC,21.25,21385.03028
Job 2793,Repair,4.6,63,AC,17.98,3306.490098
Job 2794,Repair,1.62,90,AC,21.14,1608.838651
Job 2795,Repair,1.13,200,CI,26.68,3011.541547
Job 2796,Repair,2.57,90,ST,24.9,3330.519995
Job 2797,Replace,4,200,ST,36.24,29441.35779
Job 2798,Replace,3.73,63,ST,41.75,11700.01696
Job 2799,Repair,2.37,200,CI,42.36,8665.490875
Job 2800,Replace,3.28,63,AC,15.4,6119.181926
Job 2801,Replace,2.8,63,CI,24.33,6183.450191
Job 2802,Replace,2.86,200,CI,29.57,23070.65911
Job 2803,Repair,2.39,250,AC,40.6,9905.263977
Job 2804,Replace,2.83,63,ST,22.83,6255.283921
Job 2805,Replace,2.77,315,AC,24.67,31324.21014
Job 2806,Replace,2.75,125,CI,25.26,10566.32403
Job 2807,Replace,2.78,90,ST,33.71,11432.6976
Job 2808,Replace,3.48,50,AC,30.71,8059.088693
Job 2809,Replace,1.53,200,ST,42.92,14551.20566
Job 2810,Repair,2.13,90,CI,35.18,2049.747119
Job 2811,Repair,2.02,200,AC,22.36,4818.762869
Job 2812,Replace,1.27,125,AC,36.14,6088.084526
Job 2813,Replace,2.35,90,CI,25.91,6659.320114
Job 2814,Replace,3.56,50,ST,26.36,7940.671602
Job 2815,Repair,2.53,50,CI,21.77,1207.25453
Job 2816,Replace,2.09,90,CI,34.3,8099.339579
Job 2817,Replace,3.28,50,CI,33.1,8079.45608
Job 2818,Replace,1.83,315,ST,20.52,17774.485
Job 2819,Replace,1.67,63,AC,32.88,4820.791579
Job 2820,Repair,3.34,90,CI,15.87,3494.465447
Job 2821,Repair,2.45,63,AC,46.39,2993.77848
Job 2822,Repair,2.12,63,ST,35.62,1921.912187
Job 2823,Repair,1.96,63,ST,24.95,1630.418495
Job 2824,Repair,4.11,90,AC,19.28,3109.703518
Job 2825,Repair,3.19,50,CI,39.36,2586.774408
Job 2826,Replace,3.11,315,AC,32.24,37440.06639
Job 2827,Replace,2.82,90,AC,16.58,6560.496231
Job 2828,Replace,4.29,125,CI,19.06,18089.2889
Job 2829,Replace,3.37,63,AC,10.12,4727.195209
Job 2830,Replace,3.51,63,ST,39.18,9364.569028
Job 2831,Replace,3.25,200,AC,15.68,18143.34503
Job 2832,Replace,2.16,125,CI,28.38,10635.7826
Job 2833,Replace,1.89,125,ST,13.53,6936.08262
Job 2834,Repair,3.08,90,AC,15.66,2620.505503
Job 2835,Repair,2.62,50,AC,20.79,1585.061252
Job 2836,Repair,2.56,63,CI,20.64,1635.131135
Job 2837,Repair,1.65,315,ST,37.12,7241.496014
Job 2838,Replace,1.33,125,AC,26.24,6202.558002
Job 2839,Replace,1.9,125,ST,37.23,11141.32875
Job 2840,Replace,3.79,50,ST,29.47,7619.230816
Job 2841,Replace,2,315,ST,22.07,19012.45382
Job 2842,Repair,1.53,125,CI,36.66,2596.127461
Job 2843,Replace,2.1,200,AC,16.17,10724.06625
Job 2844,Replace,3.6,250,CI,24.13,30831.44271
Job 2845,Replace,2.12,90,AC,28.31,7443.142475
Job 2846,Repair,3.7,250,ST,47.02,15335.14096
Job 2847,Replace,2.44,90,AC,42.83,11172.38784
Job 2848,Repair,2.21,63,AC,11.22,1154.265301
Job 2849,Replace,4.04,125,AC,15.11,14467.08924
Job 2850,Replace,1.54,90,CI,24.68,4722.872433
Job 2851,Replace,1.87,90,AC,14.57,5247.218064
Job 2852,Replace,3.79,125,CI,11.29,12242.56127
Job 2853,Replace,3.11,200,AC,20.29,18875.70037
Job 2854,Replace,3.14,63,CI,28.38,7829.151342
Job 2855,Replace,2.25,90,AC,14.35,5900.913393
Job 2856,Repair,2.48,63,ST,16.97,1676.749401
Job 2857,Replace,2.98,250,CI,20.65,26137.36573
Job 2858,Replace,1.9,125,AC,35.33,10998.26679
Job 2859,Repair,3.79,450,AC,35,24371.19618
Job 2860,Replace,1.75,90,AC,20.42,5045.938096
Job 2861,Replace,2.71,315,AC,24.91,28831.09882
Job 2862,Replace,2.39,250,CI,34.57,23535.2997
Job 2863,Repair,2.48,63,AC,36.55,2351.916105
Job 2864,Repair,1.42,250,AC,11,2977.065934
Job 2865,Replace,2.22,90,AC,17.51,6329.339196
